epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3599.31,1.06478,0.72101,1.97302,0.97383,0.99885,0.9833,0.91553,0.48628,0.35343,1.40948,0.0670239,0.000165709,0.000165709
2,7176.4,0.97678,0.65198,1.8825,0.97368,0.99331,0.98881,0.92435,0.46582,0.33613,1.30993,0.0338572,0.000332339,0.000332339
3,10758.1,0.93819,0.62777,1.85262,0.95096,1,0.98613,0.91866,0.44417,0.38108,1.41824,0.000690396,0.000498825,0.000498825
4,14326.7,0.93964,0.61299,1.84114,0.97066,0.99902,0.99329,0.93088,0.44149,0.31206,1.30443,0.000499512,0.000499512,0.000499512
5,17901.1,0.90787,0.60207,1.81694,0.97256,0.99664,0.99056,0.91483,0.47406,0.33737,1.38404,0.000499132,0.000499132,0.000499132
6,21474,0.89873,0.59905,1.79708,0.96326,1,0.98788,0.93348,0.39393,0.32249,1.2802,0.000498644,0.000498644,0.000498644
7,25043.7,0.89849,0.60452,1.79869,0.97018,0.99664,0.99125,0.94018,0.41331,0.29961,1.30467,0.000498048,0.000498048,0.000498048
8,28615.5,0.87563,0.58562,1.8036,0.96314,0.96457,0.98873,0.91761,0.4402,0.47402,1.26686,0.000497345,0.000497345,0.000497345
9,32187.9,0.88241,0.58804,1.7724,0.97375,0.99599,0.99149,0.937,0.40109,0.31424,1.284,0.000496534,0.000496534,0.000496534
10,35770.8,0.86284,0.57338,1.77668,0.97023,1,0.98972,0.94091,0.39988,0.30856,1.29472,0.000495616,0.000495616,0.000495616
11,39341.3,0.8574,0.57375,1.75245,0.98605,1,0.99114,0.9198,0.43733,0.29127,1.34364,0.000494592,0.000494592,0.000494592
12,42914.1,0.87074,0.58404,1.77226,0.98969,0.99329,0.9948,0.93877,0.41673,0.3113,1.29487,0.000493461,0.000493461,0.000493461
13,46483.7,0.84593,0.56506,1.74351,0.97003,1,0.98356,0.93763,0.38756,0.29859,1.28089,0.000492224,0.000492224,0.000492224
14,50054.9,0.84978,0.55997,1.74832,0.97644,1,0.99378,0.95237,0.3925,0.28477,1.29042,0.000490883,0.000490883,0.000490883
15,53628.3,0.83984,0.55731,1.73881,0.98025,0.99952,0.99314,0.93737,0.41561,0.29727,1.27995,0.000489437,0.000489437,0.000489437
16,57231.4,0.83765,0.55696,1.7484,0.98189,0.99664,0.99344,0.93739,0.41858,0.30402,1.336,0.000487886,0.000487886,0.000487886
17,60829.5,0.82527,0.56178,1.73343,0.9671,1,0.98957,0.93124,0.41028,0.30896,1.24334,0.000486233,0.000486233,0.000486233
18,64446.2,0.82414,0.55173,1.72813,0.96731,0.99301,0.98648,0.94049,0.38336,0.31101,1.26496,0.000484477,0.000484477,0.000484477
19,68020,0.81841,0.5456,1.71389,0.9848,0.99329,0.99272,0.94163,0.39063,0.30293,1.26175,0.00048262,0.00048262,0.00048262
20,71593.8,0.7984,0.53812,1.71841,0.98696,0.99664,0.9927,0.93879,0.39971,0.28275,1.2524,0.000480661,0.000480661,0.000480661
21,75162.3,0.81144,0.5416,1.71216,0.97138,0.99664,0.98666,0.93352,0.40324,0.30175,1.20834,0.000478603,0.000478603,0.000478603
22,78732.9,0.80049,0.5404,1.69768,0.96984,1,0.98918,0.94352,0.37115,0.28343,1.24068,0.000476445,0.000476445,0.000476445
23,82304.2,0.8026,0.54066,1.70894,0.97022,1,0.98963,0.94295,0.39442,0.29147,1.23961,0.000474189,0.000474189,0.000474189
24,85916.5,0.80277,0.54274,1.69529,0.98087,0.99329,0.99203,0.94205,0.42099,0.30481,1.26444,0.000471835,0.000471835,0.000471835
25,89488.6,0.79288,0.53219,1.6858,0.97369,0.99342,0.99289,0.95047,0.37479,0.28374,1.25364,0.000469386,0.000469386,0.000469386
26,93061.9,0.79748,0.53861,1.68667,0.98341,0.99462,0.99404,0.94692,0.39885,0.28703,1.2362,0.000466841,0.000466841,0.000466841
27,96633.2,0.78585,0.52765,1.68501,0.99716,0.98993,0.99497,0.93142,0.43268,0.28511,1.31087,0.000464203,0.000464203,0.000464203
28,100211,0.78995,0.53015,1.69232,0.98196,1,0.99038,0.94897,0.38281,0.26941,1.22969,0.000461471,0.000461471,0.000461471
29,103781,0.78644,0.52486,1.67924,0.97887,0.98658,0.99248,0.94285,0.40829,0.28856,1.21207,0.000458648,0.000458648,0.000458648
30,107358,0.78171,0.52604,1.69442,0.99013,1,0.99456,0.92935,0.40534,0.27163,1.22757,0.000455734,0.000455734,0.000455734
31,110928,0.7768,0.52073,1.67864,0.98301,0.99664,0.98954,0.94325,0.38185,0.27413,1.22578,0.000452732,0.000452732,0.000452732
32,114496,0.77659,0.53113,1.69414,0.98905,1,0.99353,0.94774,0.38073,0.26951,1.2267,0.000449641,0.000449641,0.000449641
33,118060,0.76988,0.52374,1.68094,0.98347,0.99849,0.9947,0.94599,0.38316,0.27533,1.25251,0.000446464,0.000446464,0.000446464
34,121636,0.75717,0.51355,1.65615,0.99327,0.9907,0.9922,0.94452,0.38277,0.27169,1.22308,0.000443202,0.000443202,0.000443202
35,125206,0.77473,0.52086,1.67823,0.98643,0.98658,0.99301,0.95785,0.3561,0.2659,1.20146,0.000439856,0.000439856,0.000439856
36,128773,0.76246,0.5144,1.66469,0.98533,1,0.99428,0.95422,0.40125,0.26452,1.21998,0.000436428,0.000436428,0.000436428
37,132336,0.76078,0.51299,1.664,0.98013,0.99342,0.99323,0.96115,0.35513,0.26162,1.19929,0.00043292,0.00043292,0.00043292
38,135902,0.75128,0.50428,1.64568,0.99158,0.99329,0.99429,0.96028,0.34819,0.2555,1.22163,0.000429332,0.000429332,0.000429332
39,139469,0.76486,0.52393,1.67183,0.98999,0.9959,0.99391,0.9616,0.35597,0.26299,1.231,0.000425667,0.000425667,0.000425667
40,143045,0.75537,0.50459,1.66317,0.99527,0.98993,0.99396,0.95915,0.34552,0.24786,1.24061,0.000421925,0.000421925,0.000421925
41,146614,0.74765,0.5047,1.6643,0.98876,0.99664,0.9949,0.96075,0.35582,0.25777,1.26206,0.00041811,0.00041811,0.00041811
42,150189,0.74922,0.50315,1.65128,0.98025,1,0.99456,0.96714,0.33805,0.24913,1.18163,0.000414222,0.000414222,0.000414222
43,153761,0.74088,0.50312,1.65225,0.99559,1,0.9949,0.95778,0.3647,0.24775,1.23006,0.000410262,0.000410262,0.000410262
44,157330,0.73597,0.49851,1.64548,0.97676,1,0.99477,0.9491,0.41044,0.27242,1.24724,0.000406234,0.000406234,0.000406234
45,160901,0.74546,0.50349,1.64879,0.99325,0.98701,0.99314,0.95534,0.34984,0.25543,1.22096,0.000402138,0.000402138,0.000402138
