epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
109,36565.6,0.70271,0.39399,1.4593,0.96359,0.99474,0.99353,0.97184,0.44415,0.24855,1.1796,0.00011074,0.00011074,0.00011074
110,39611,0.7241,0.39992,1.46136,0.9565,0.99474,0.99299,0.97827,0.41682,0.24191,1.18252,0.000108813,0.000108813,0.000108813
111,42656.7,0.72557,0.40898,1.46831,0.95868,0.99474,0.9935,0.9808,0.39483,0.24137,1.20047,0.000106891,0.000106891,0.000106891
112,45707.3,0.71876,0.40586,1.45832,0.95939,0.99463,0.99305,0.97705,0.40302,0.24284,1.20213,0.000104974,0.000104974,0.000104974
113,48751.1,0.69109,0.39133,1.41238,0.97063,0.98421,0.99385,0.98009,0.40683,0.24112,1.17505,0.000103062,0.000103062,0.000103062
114,51800.8,0.70182,0.39343,1.4247,0.97387,0.98098,0.99423,0.97532,0.43004,0.23245,1.18223,0.000101155,0.000101155,0.000101155
115,54845.7,0.70636,0.39954,1.44381,0.97393,0.98312,0.99386,0.97629,0.41064,0.2351,1.17669,9.92548e-05,9.92548e-05,9.92548e-05
116,57894.4,0.69399,0.39495,1.42712,0.95418,0.99474,0.99301,0.9788,0.37848,0.23973,1.17571,9.73611e-05,9.73611e-05,9.73611e-05
117,60934.9,0.70761,0.40282,1.44834,0.95368,0.99474,0.99272,0.97213,0.39585,0.24668,1.17863,9.54746e-05,9.54746e-05,9.54746e-05
118,63978.7,0.68673,0.39115,1.4358,0.97115,0.98421,0.99265,0.98069,0.40527,0.2488,1.1548,9.35957e-05,9.35957e-05,9.35957e-05
119,67020.7,0.67359,0.38397,1.43038,0.96876,0.98421,0.99175,0.97693,0.42126,0.24663,1.17816,9.17249e-05,9.17249e-05,9.17249e-05
120,70070.7,0.70784,0.39931,1.44636,0.96906,0.98898,0.99364,0.97849,0.40516,0.24507,1.19345,8.98625e-05,8.98625e-05,8.98625e-05
121,73110.3,0.70371,0.39862,1.44882,0.96922,0.99439,0.99378,0.98006,0.40134,0.23649,1.28619,8.80091e-05,8.80091e-05,8.80091e-05
122,76158.1,0.72494,0.40481,1.44278,0.97411,0.98421,0.99363,0.97802,0.42408,0.24293,1.19002,8.61652e-05,8.61652e-05,8.61652e-05
123,79206.4,0.70864,0.40248,1.44932,0.96844,0.98421,0.99341,0.98027,0.39893,0.2413,1.16823,8.43312e-05,8.43312e-05,8.43312e-05
124,82249.8,0.7181,0.40689,1.44826,0.98415,0.98062,0.99374,0.97873,0.40887,0.23993,1.16793,8.25075e-05,8.25075e-05,8.25075e-05
125,85293.7,0.7341,0.41449,1.47765,0.96835,0.99474,0.99406,0.97611,0.42712,0.24153,1.17294,8.06946e-05,8.06946e-05,8.06946e-05
126,88341.4,0.70092,0.39697,1.44606,0.97393,0.98293,0.99406,0.97883,0.40929,0.24045,1.15753,7.88929e-05,7.88929e-05,7.88929e-05
127,91381.1,0.73957,0.40184,1.46208,0.97393,0.98298,0.99407,0.98014,0.40439,0.23576,1.15855,7.71029e-05,7.71029e-05,7.71029e-05
